,release_date,tmdb_id,name,countries,box_office_revenue,genres,composers
79,2004,615.0,The Passion of the Christ,['United States of America'],611899420.0,"['Indie', 'Costume drama', 'Epic', 'Hagiography', 'Period piece', 'Drama', 'History']","[Composer(id=4500, name='John Debney', birthday='1956-08-18', gender=2, homepage=None, place_of_birth='Glendale, California, USA', date_first_appearance='1984-01-01'), Composer(id=8749, name='Gingger Shankar', birthday=None, gender=1, homepage=None, place_of_birth=None, date_first_appearance='2004-02-25')]"
80,2008,11631.0,Mamma Mia!,"['United States of America', 'United Kingdom', 'Germany']",609841637.0,"['Romantic comedy', 'Romance Film', 'Comedy', 'Musical', 'Musical comedy']","[Composer(id=45799, name='Benny Andersson', birthday='1946-12-16', gender=2, homepage=None, place_of_birth='Vällingby, Stockholm, Sweden', date_first_appearance='1968-10-18'), Composer(id=71075, name='Björn Ulvaeus', birthday='1945-04-25', gender=2, homepage=None, place_of_birth='Gothenburg, Västra Götalands län, Sweden', date_first_appearance='1968-10-18')]"
81,2012,87827.0,Life of Pi,['United States of America'],609016565.0,"['Drama', 'Adventure']",
82,2008,10527.0,Madagascar: Escape 2 Africa,['United States of America'],602308178.0,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', 'Comedy', 'Family Film', 'Action']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
83,2006,36557.0,Casino Royale,"['United States of America', 'Bahamas', 'Czech Republic', 'United Kingdom', 'Germany']",596400000.0,"['Thriller', 'Crime Fiction', 'Parkour in popular culture', 'Adventure', 'Action/Adventure', 'Drama', 'Reboot', 'Action']",
84,2005,74.0,War of the Worlds,['United States of America'],591745550.0,"['Thriller', 'Science Fiction', 'Horror', 'Adventure', 'Doomsday film', 'Alien Film', 'Drama', 'Disaster', 'Action']","[Composer(id=491, name='John Williams', birthday='1932-02-08', gender=2, homepage='http://www.johnwilliams.org', place_of_birth='Queens, New York, USA', date_first_appearance='1958-03-01')]"
85,2008,10764.0,Quantum of Solace,"['United States of America', 'United Kingdom']",591700000.0,"['Thriller', 'Crime Fiction', 'Adventure', 'Action Thrillers', 'Glamorized Spy Film', 'Action', 'Spy']",
86,2010,38757.0,Tangled,['United States of America'],590721936.0,"['Computer Animation', 'Animation', 'Revisionist Fairy Tale', 'Musical', 'Fantasy', 'Comedy', 'Family Film', 'Romance Film']","[Composer(id=15813, name='Alan Menken', birthday='1949-07-22', gender=2, homepage=None, place_of_birth='New Rochelle, New York, USA', date_first_appearance='1986-12-19'), Composer(id=65644, name='Kevin Kliesch', birthday='1970-10-15', gender=2, homepage=None, place_of_birth='Teaneck, New Jersey, USA', date_first_appearance='2003-06-07')]"
87,1997,607.0,Men in Black,['United States of America'],589390539.0,"['Action/Adventure', 'Science Fiction', 'Action', 'Buddy film', 'Comedy']","[Composer(id=531, name='Danny Elfman', birthday='1953-05-29', gender=2, homepage='https://www.dannyelfman.com/', place_of_birth='Los Angeles, California, USA', date_first_appearance='1980-03-15')]"
88,2013,49519.0,The Croods,['United States of America'],587204668.0,"['Family Film', 'Animation', 'Comedy', 'Adventure']",
89,2007,6479.0,I Am Legend,['United States of America'],585349010.0,"['Thriller', 'Albino bias', 'Science Fiction', 'Horror', 'Doomsday film', 'Plague', 'Action/Adventure', 'Zombie Film', 'Apocalyptic and post-apocalyptic fiction', 'Drama', 'Film adaptation', 'Disaster', 'Dystopia']","[Composer(id=1213, name='James Newton Howard', birthday='1951-06-09', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1985-06-06')]"
90,2008,1726.0,Iron Man,['United States of America'],585174222.0,"['Thriller', 'Science Fiction', 'Superhero movie', 'Action/Adventure', 'War film', 'Action']","[Composer(id=10851, name='Ramin Djawadi', birthday='1974-07-19', gender=2, homepage=None, place_of_birth='Duisburg, Germany', date_first_appearance='2003-11-08')]"
91,2011,45243.0,The Hangover: Part II,['United States of America'],581464305.0,"['Buddy film', 'Comedy', 'Absurdism']","[Composer(id=23486, name='Christophe Beck', birthday='1972-11-30', gender=2, homepage='https://christophebeck.com/', place_of_birth='Montreal, Quebec, Canada', date_first_appearance='1996-10-30')]"
92,2006,1593.0,Night at the Museum,"['United States of America', 'United Kingdom']",574480841.0,"['Fantasy Adventure', 'Adventure', 'Adventure Comedy', 'Comedy', 'Fantasy', 'Family Film', 'Action']","[Composer(id=37, name='Alan Silvestri', birthday='1950-03-26', gender=2, homepage='https://www.alansilvestri.com', place_of_birth='New York City, New York, USA', date_first_appearance='1972-05-26')]"
93,2011,41513.0,The Smurfs,['United States of America'],563749323.0,"['Adventure', 'Computer Animation', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']","[Composer(id=59706, name='Heitor Pereira', birthday='1960-11-29', gender=2, homepage='https://www.heitorpereira.com/', place_of_birth='Rio Grande, Rio Grande do Sul, Brazil', date_first_appearance='2001-03-18')]"
94,2011,49013.0,Cars 2,['United States of America'],559852396.0,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Animation', 'Comedy', 'Family Film', 'Action', 'Family-Oriented Adventure', 'Spy']","[Composer(id=15347, name='Michael Giacchino', birthday='1967-10-10', gender=2, homepage=None, place_of_birth='Riverside, New Jersey, USA', date_first_appearance='1999-09-10')]"
95,2011,417859.0,Puss in Boots,['United States of America'],554709226.0,"['Comedy', 'Fantasy', 'Adventure', 'Animation']","[Composer(id=227440, name='Henry Jackman', birthday='1974-01-01', gender=2, homepage=None, place_of_birth='Hillingdon, Middlesex, England, UK', date_first_appearance='2009-03-19')]"
96,1998,95.0,Armageddon,['United States of America'],553709788.0,"['Thriller', 'Disaster', 'Science Fiction', 'Action', 'Adventure']","[Composer(id=894, name='Trevor Rabin', birthday='1954-01-13', gender=2, homepage='http://trevorrabin.net/', place_of_birth='Johannesburg - South Africa', date_first_appearance='1996-10-04')]"
97,2005,254.0,King Kong,"['United States of America', 'New Zealand', 'Germany']",550500000.0,"['Monster movie', 'Thriller', 'Adventure', 'World cinema', 'Remake', 'Action/Adventure', 'Drama', 'Romance Film', 'Action']","[Composer(id=1213, name='James Newton Howard', birthday='1951-06-09', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1985-06-06'), Composer(id=3499, name='David Long', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2005-12-12'), Composer(id=3500, name='Mel Wesson', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2005-12-12')]"
98,2000,955.0,Mission: Impossible II,"['United States of America', 'Australia', 'Germany']",546388200.0,"['Thriller', 'Action Thrillers', 'Action/Adventure', 'Glamorized Spy Film', 'Action', 'Spy']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01'), Composer(id=9217, name='Lalo Schifrin', birthday='1932-06-21', gender=2, homepage=None, place_of_birth='Buenos Aires, Argentina', date_first_appearance='1958-10-23')]"
99,2004,435.0,The Day After Tomorrow,['United States of America'],544272402.0,"['Thriller', 'Science Fiction', 'Doomsday film', 'Action/Adventure', 'Apocalyptic and post-apocalyptic fiction', 'Drama', 'Disaster', 'Action', 'Natural disaster']","[Composer(id=5430, name='Harald Kloser', birthday='1956-07-09', gender=2, homepage=None, place_of_birth=None, date_first_appearance='1993-11-15'), Composer(id=6049, name='Thomas Wanker', birthday=None, gender=0, homepage=None, place_of_birth=None, date_first_appearance='2001-01-21')]"
100,2011,58574.0,Sherlock Holmes: A Game of Shadows,['United States of America'],543848418.0,"['Thriller', 'Crime Fiction', 'Adventure', 'Action/Adventure', 'Mystery', 'Period piece', 'Drama', 'Comedy', 'Crime Thriller', 'Action']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
101,2010,20352.0,Despicable Me,['United States of America'],543113985.0,"['Crime Fiction', 'Adventure', 'Superhero movie', 'Computer Animation', ""Children's/Family"", 'Superhero', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Family-Oriented Adventure']","[Composer(id=59706, name='Heitor Pereira', birthday='1960-11-29', gender=2, homepage='https://www.heitorpereira.com/', place_of_birth='Rio Grande, Rio Grande do Sul, Brazil', date_first_appearance='2001-03-18'), Composer(id=558267, name='Pharrell Williams', birthday='1973-04-05', gender=2, homepage='http://pharrellwilliams.com/', place_of_birth='Virginia Beach, Virginia, USA', date_first_appearance='2010-07-08'), Composer(id=1108486, name='Chris Westlake', birthday=None, gender=2, homepage=None, place_of_birth=None, date_first_appearance='2008-01-01')]"
102,1980,1891.0,Star Wars Episode V: The Empire Strikes Back,['United States of America'],538375067.0,"['Science Fiction', 'Adventure', 'Space opera', 'Fantasy', 'Family Film', 'Action']","[Composer(id=491, name='John Williams', birthday='1932-02-08', gender=2, homepage='http://www.johnwilliams.org', place_of_birth='Queens, New York, USA', date_first_appearance='1958-03-01')]"
103,2005,953.0,Madagascar,['United States of America'],532680671.0,"['Adventure', 'Computer Animation', 'Animation', ""Children's"", 'Fantasy', 'Comedy', 'Family Film']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
104,2012,62177.0,Brave,['United States of America'],531957538.0,"['Adventure', 'Computer Animation', 'Comedy film', 'Animation', 'Period piece', 'Fantasy', 'Family Film', 'Action', 'Coming-of-age film']","[Composer(id=9152, name='Patrick Doyle', birthday='1953-04-06', gender=2, homepage=None, place_of_birth='Uddingston, South Lanarkshire, Scotland', date_first_appearance='1989-10-05')]"
105,2013,72190.0,World War Z,"['United States of America', 'Malta']",531865000.0,"['Horror', 'Action', 'Drama']","[Composer(id=7229, name='Marco Beltrami', birthday='1966-10-07', gender=2, homepage='https://marcobeltrami.com/', place_of_birth='Long Island, New York, USA', date_first_appearance='1996-07-23')]"
106,2007,35.0,The Simpsons Movie,['United States of America'],527071022.0,"['Parody', 'Adventure', 'Animation', 'Satire', 'Comedy', 'Domestic Comedy']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
107,2001,585.0,"Monsters, Inc.",['United States of America'],526366597.0,"['Adventure', ""Children's/Family"", 'Computer Animation', 'Educational', 'Creature Film', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Fantasy Comedy']","[Composer(id=7885, name='Randy Newman', birthday='1943-11-28', gender=2, homepage='http://randynewman.com/', place_of_birth='Los Angeles, California, USA', date_first_appearance='1971-02-19')]"
108,2009,10528.0,Sherlock Holmes,"['United States of America', 'United Kingdom', 'Germany']",524028679.0,"['Crime Fiction', 'Thriller', 'Detective fiction', 'Action/Adventure', 'Period piece', 'Drama', 'Comedy', 'Crime Thriller', 'Action']","[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
109,2008,10681.0,WALL-E,['United States of America'],521311860.0,"['Romantic comedy', 'Science Fiction', 'Adventure', 'Doomsday film', 'Computer Animation', 'Animation', 'Satire', 'Fantasy', 'Comedy', 'Adventure Comedy', 'Family Film', 'Sci-Fi Adventure', 'Romance Film']","[Composer(id=153, name='Thomas Newman', birthday='1955-10-20', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1984-02-03')]"
110,2016,140300.0,Kung Fu Panda 3,[],521170825.0,[],"[Composer(id=947, name='Hans Zimmer', birthday='1957-09-12', gender=2, homepage='https://hans-zimmer.com', place_of_birth='Frankfurt am Main, Germany', date_first_appearance='1982-01-01')]"
111,1991,280.0,Terminator 2: Judgment Day,"['United States of America', 'France']",519843345.0,"['Thriller', 'Science Fiction', 'Doomsday film', 'Action/Adventure', 'Time travel', 'Action']","[Composer(id=2722, name='Brad Fiedel', birthday='1951-03-10', gender=2, homepage=None, place_of_birth='New York City, New York, USA', date_first_appearance='1975-12-14')]"
112,2004,693.0,Meet the Fockers,['United States of America'],516642939.0,"['Romance Film', 'Screwball comedy', 'Comedy', 'Domestic Comedy']","[Composer(id=7885, name='Randy Newman', birthday='1943-11-28', gender=2, homepage='http://randynewman.com/', place_of_birth='Los Angeles, California, USA', date_first_appearance='1971-02-19')]"
113,1990,251.0,Ghost,['United States of America'],505702588.0,"['Thriller', 'Supernatural', 'Mystery', 'Drama', 'Comedy', 'Romantic drama', 'Romance Film', 'Fantasy']","[Composer(id=2704, name='Maurice Jarre', birthday='1924-09-13', gender=2, homepage=None, place_of_birth='Lyon, Rhône, France', date_first_appearance='1956-06-08')]"
114,1992,812.0,Aladdin,['United States of America'],504050219.0,"['Adventure', 'Costume drama', 'Animation', 'Musical', ""Children's"", 'Fantasy', 'Comedy', 'Music', 'Family Film', 'Romance Film']","[Composer(id=15813, name='Alan Menken', birthday='1949-07-22', gender=2, homepage=None, place_of_birth='New Rochelle, New York, USA', date_first_appearance='1986-12-19')]"
115,2014,172385.0,Rio 2,[],500188435.0,"['Family Film', 'Adventure', 'Comedy film', 'Animation']","[Composer(id=11098, name='John Powell', birthday='1963-09-18', gender=2, homepage=None, place_of_birth='London, England', date_first_appearance='1997-06-27')]"
116,2004,652.0,Troy,"['United States of America', 'Malta', 'United Kingdom']",497409852.0,"['Sword and Sandal', 'Adventure', 'Costume drama', 'Historical fiction', 'Epic', 'Action/Adventure', 'History', 'War film', 'Romance Film', 'Action', 'Historical Epic', 'Documentary']","[Composer(id=1729, name='James Horner', birthday='1953-08-14', gender=2, homepage=None, place_of_birth='Los Angeles, California, USA', date_first_appearance='1979-06-01')]"
117,2010,10191.0,How to Train Your Dragon,['United States of America'],494878759.0,"['Adventure', 'Computer Animation', 'Animation', 'Fantasy', 'Comedy', 'Family Film', 'Action']","[Composer(id=11098, name='John Powell', birthday='1963-09-18', gender=2, homepage=None, place_of_birth='London, England', date_first_appearance='1997-06-27')]"
118,1996,664.0,Twister,['United States of America'],494471524.0,"['Action/Adventure', 'Disaster']","[Composer(id=9989, name='Mark Mancina', birthday='1957-03-09', gender=2, homepage=None, place_of_birth='Santa Monica, California', date_first_appearance='1991-11-13')]"
